username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Lynn,1613549586,"New York, America",2023-01-18 00:49:18,I be feeling bad for some of y'all..... then I realize y'all just dumb cuz wtf is this https://t.co/T2faWUVGaw,0,Twitter for Android,
Richard Burns,1592360529758134279,"Manhattan, NY",2023-01-18 00:48:59,@RepEpps @CoombsForAurora All the community service projects for MLK day seem to be white people. Why don’t BLM gro… https://t.co/YBvk0H9Qwi,0,Twitter for iPhone,
Dr. Dana Klisanin,467577255,New York,2023-01-18 00:41:00,Stop the Execution of Richard Moore AGAIN - Sign the Petition! https://t.co/TT8ATUiF1E via @Change #BlackLivesMatter #BLM,0,Twitter for iPhone,
JoeGrann,1472913120930770953,"New York, USA",2023-01-18 00:21:11,@ATLienZ404 @tamartin00 @ParochettiJames @YxNG_DxMB_GxTH @libsoftiktok But the NYPD as an organization is not corru… https://t.co/pDtXmCF4st,0,Twitter for iPhone,
Torrin Kearns,975541746666037253,"New York City, NY",2023-01-18 00:06:53,@notliamanders0n I'm a Rangers fan who's black (there's like 6 of us). The Rangers can't even do the bare fucking m… https://t.co/GC9Wbx3zwB,0,Twitter Web App,
Mike,1599452463261704192,"New York, USA",2023-01-17 23:51:48,@Scottreagan1963 @Kritcalthinker1 @LePapillonBlu2 What does blm have to do with Jan 6? Are you mixing issues ?,0,Twitter for iPhone,
197 U.S. 11 (1905) 🏛️🌹⚖️,341889397,"New York, NY",2023-01-17 23:36:45,@VaushV No need to speculate.  MLK was literally less popular among white Americans in his time than BLM is today a… https://t.co/MszsYr8ZxK,0,Twitter Web App,
Me,1561155639639949316,"New York, USA",2023-01-17 23:32:47,"Check out my video on Keenan Anderson

Is th cop in the wrong?

https://t.co/RBL9NdUg6h
The D
#blm… https://t.co/t3TfEf4NTE",0,Twitter Web App,
Jerry Blake🇺🇸🗽,3951390995,West Village NYC,2023-01-17 22:44:56,@MayoIsSpicyy You mean antifa and blm? https://t.co/gFGgNllwHP,0,Twitter Web App,
BLM I’M A RIOT,28842169,NYC ,2023-01-17 22:43:27,Hispanics be failing us left and right! I be going hard for y’all too I’m about to stop. You will never be seen as… https://t.co/2HH0Nc5YEg,0,Twitter for iPhone,
JoeGrann,1472913120930770953,"New York, USA",2023-01-17 22:20:21,@ATLienZ404 @tamartin00 @ParochettiJames @YxNG_DxMB_GxTH @libsoftiktok No BLM started as a timely way to redistribu… https://t.co/tNCxGqc2Gz,0,Twitter for iPhone,
SID EDO,1473495055679827969,NYC,2023-01-17 22:10:06,"@RichardGrenell White liberals voted for Obama, marched with BLM, protested for LBGTQ, Fought for the rights of wom… https://t.co/uxboG4zSqA",0,Twitter for Android,
Independent US,2976653309,"New York, NY",2023-01-17 21:24:14,LAPD accused of smearing cousin of Black Lives Matter co-founder https://t.co/Hu0KuCRZiH,3,Echobox,
Steve Hazard,22012743,Upstate New York,2023-01-17 20:43:19,VA-Tech Soccer Player Gets $100K for Protected Speech in Refusing to Kneel for BLM | The Beau Show https://t.co/F8uHHIi3tw,0,Twitter Web App,
Rabelaisian,1533838030527770625,"Manhattan, NY",2023-01-17 20:07:13,She's done more to defund the police than all of BLM https://t.co/PVpfnjVqEx,0,Twitter for Android,
Steve Schiefer,188729330,"New York, USA",2023-01-17 19:47:03,@JafarAbrams @adamjam99 @capcaveman1966 @jefflattner2 @DineshDSouza When BLM riots turned violent did you pin the b… https://t.co/3aenNwotLp,0,Twitter for iPhone,
National Review,19417492,New York,2023-01-17 17:47:12,The cousin of a BLM co-founder died after being tased by police. Activists have ignored that he was resisting arres… https://t.co/7hns5zwZvd,0,SocialFlow,
Lynn,1613549586,"New York, America",2023-01-17 17:34:48,Being the youngest in my office is so fun!! They give me all the tea and protect me from all the bullshit!!!! I lov… https://t.co/npWjLJ7VNv,0,Twitter for Android,
IHI Therapy Center | Institute for Human Identity,1140343088,New York City,2023-01-17 17:32:01,Talk to an IHI staff therapist for free. IHI's Virtual Clinic offers a FREE one-on-one support session for Queer &amp;… https://t.co/P3HlwWyDDm,1,Canva,
Lynn,1613549586,"New York, America",2023-01-17 17:26:39,@sujumyhearteu Happy Birthday Ari!!!🎂🥳💙Keep being the amazing person that you are. Meeting you on here is one of th… https://t.co/H629ue6l2g,0,Twitter for Android,
﴾ꕷѺṾⵟⱤⵟÌĠṆ﴿,1368845713459806213,New York,2023-01-17 17:26:19,@kanneliburo @nytimes BLM fit's that definition perfectly.,0,Twitter Web App,
Jon Knowles,1129513966345052160,"Manhattan, NY",2023-01-17 17:05:12,DYK pyramid builders were paid w/beer &amp; bread? Romans paid the #enslaved &amp; usually freed them into their extended f… https://t.co/lyWlB0LASC,0,Twitter Web App,
seroquel shawty,1088873962656989184,"New York, NY",2023-01-17 16:48:50,that new mlk statue gives such blm 2020 black square vibes…like what am i looking at here,0,Twitter for iPhone,
Bryan Hoch,21492737,NYC,2023-01-17 16:40:46,@BLM_Stanton @PeterDr58352547 @MLBPipeline @JesseSanchezMLB Dominguez's MLB ETA is 2024.,3,TweetDeck,
Sehrul,1626645932,"New York, USA",2023-01-17 16:18:59,@DC_Draino Do...do you think leftists and BLM like cops?,0,Twitter for Android,
Finley's Art 💗,1476814525118701594,New York,2023-01-17 16:15:30,"Looking for twitch assets? HMU so we can collab and boost your stream🎀
 #Vtuber #Vtubers #VtuberSupport… https://t.co/dvLNDtnXDE",0,Twitter Web App,
Lynn,1613549586,"New York, America",2023-01-17 15:29:19,@shfly3424 Hello love💙,0,Twitter for Android,
DaWhiteBrotha,16217315,"Harlem, NY",2023-01-17 15:28:52,@andy_leads @FoxNews It's like liberals and blm would align with Russia and China if it means the total promotion o… https://t.co/IZTFU6jgKN,0,Twitter for Android,
Chase Padusniak,701490216,New Jersey / New York,2023-01-17 15:28:23,"Sometimes I walk my dog past a house with a BLM sign, an End 5G sign, and a Bernie Sanders sign and I thank God tha… https://t.co/MfauCViiCZ",0,Twitter Web App,
Maria 🌎🕊🌱,1597281309772156928,"New York, USA",2023-01-17 15:14:30,@PlannedWas @georgiegirl1216 @israelUSAforeve I don’t have time for you right this second but I will be back to set… https://t.co/2XnYu153y2,0,Twitter for iPhone,
Leo,938597012,New York,2023-01-17 15:02:41,"If Ashlii Babbitt were a BLM protester, multiple cops would be in jail right now.

#TruthAndYouKnowIt",1,Twitter for Android,
Lynn,1613549586,"New York, America",2023-01-17 14:51:28,"This! I stared at it for 5 minutes, and it was still ugly and made no sense https://t.co/vyVilbkvIX",0,Twitter for Android,
Baba Yaga,1109488241672110080,"New York, USA",2023-01-17 14:27:58,@Kushbai @POTUS Dog please don’t compare the king to BLM,0,Twitter for iPhone,
Alana D.,20289000,"New York, NY",2023-01-17 13:52:55,@MrAndyNgo The guy was acting strange from the very beginning. Claiming they were actors ( so according to him GF w… https://t.co/qu2aHEcHN9,0,Twitter Web App,
Clash City Baz,2974787920,Uranus,2023-01-17 13:45:02,"@GOP Oh GTFOH!!
The lying, corrupt, cheating, racist Anti-American @GOP is destroying and dividing this once great… https://t.co/OuzqIRwEBQ",0,Twitter Web App,
4cornerspeck,1374105658384076800,"New York, USA",2023-01-17 13:36:04,@POTUS Glad you remembered his name. Nice job. Today MLK would be considered a conservative advocating change throu… https://t.co/PgBU4VzPVZ,0,Twitter for iPhone,
kathleen risse ,3047861210,"New York, USA",2023-01-17 12:20:24,"@WoodrowForCO Right! Cause no one is capable of stating what black community blm has helped and crt??? Please, we w… https://t.co/4xzjooIKEZ",0,Twitter for Android,
A Guy,2785434717,"Bronx, NY",2023-01-17 12:12:08,"@libsoftiktok As a Black and Hispanic person, I would not want my kid in this class....BLM , LGBTQ movement is a jo… https://t.co/bbFnv7Kk75",0,Twitter for Android,
A Guy,2785434717,"Bronx, NY",2023-01-17 12:11:16,"@jonvandine @libsoftiktok As a black person, I would not want my kid in this class....BLM , LGBTQ movement is a jok… https://t.co/Zd0fjMyDSU",1,Twitter for Android,
Norman the Canary 2,1162139955163877376,"New York, NY",2023-01-17 11:54:29,@WoodrowForCO BLM are racist Democrat Brown Shirts.  CRT is pure racism taught to children,0,Twitter Web App,
drudigger,72644005,"New York, USA",2023-01-17 11:25:17,@hasanthehun Don’t you know that China doesn’t like blm or anything to do with non white or Asians? TikTok literall… https://t.co/gNsQ9lAxx8,0,Twitter for iPhone,
eric,14088332,NYC,2023-01-17 11:20:47,@BeTheTweet1 @libsoftiktok Are these blm protestors in the room with you right now Karen?,0,Twitter for iPhone,
Carl Quance,1603899607288774658,"New York, USA",2023-01-17 10:16:10,@DameScorpio @memobug It’s like that here in upstate NY…our local NAACP has about 20 active members. They’ve effect… https://t.co/XG70XuEslv,0,Twitter for iPad,
farmer,1168125887189082112,"New York, USA",2023-01-17 09:57:21,@WoodrowForCO MLK would not have supported blm,0,Twitter for iPhone,
National Review,19417492,New York,2023-01-17 06:37:17,The cousin of a BLM co-founder died after being tased by police. Activists have ignored that he was resisting arres… https://t.co/DEvo9kKtgm,4,SocialFlow,
Usman,257511324,"New York, NY",2023-01-17 05:57:52,@cmkshama This a reminder the @DNC cares as much about the “working class” as @gop cares about “Middle America.” th… https://t.co/MFe2E33u4y,0,Twitter for iPhone,
Delilah Brown,1238460109619187714,"Manhattan, NY",2023-01-17 03:50:38,"@SenTedCruz Ah yes, thanks for regurgitating the ONE quote that racist, scumbag performist Republicans ever remembe… https://t.co/fpdlBQC5iP",0,Twitter for Android,
Jerry Blake🇺🇸🗽,3951390995,West Village NYC,2023-01-17 03:04:28,@blueheartedly only libturds who supported the burning down of cities by pan-tifa and blm!,0,Twitter Web App,
Free world,1537086233796542464,"New York, NY",2023-01-17 02:59:47,"8 signs you’re an NPC:

1. Vegan
2. BLM in bio
3. Vaccinated 
4. Pronouns in bio
5. LGBT flag in bio
6. Ukraine fla… https://t.co/1MRFKKc8ns",0,Twitter for iPhone,
Lynn,1613549586,"New York, America",2023-01-17 01:44:24,It's the prince from #UnderTheQueensUmbrella I had no idea he was an idol https://t.co/VEVC76ApXc,0,Twitter for Android,
Lynn,1613549586,"New York, America",2023-01-17 01:30:58,I just finished rewatching this for the 543rd time. I'm ready for a 2nd season https://t.co/2d43vEMGlR,0,Twitter for Android,
Staz Tsiavos,579990800,"New York, NY",2023-01-17 01:22:56,"@MrAndyNgo Oh I know what his mama is going to say, “He’s such a good boy he’s a medical student and he was trying… https://t.co/yAgC7GG39q",0,Twitter for iPhone,
Staz Tsiavos,579990800,"New York, NY",2023-01-17 01:22:32,"@IntelPointAlert @RetiredNYCPD Oh I know what his mama is going to say, “He’s such a good boy he’s a medical studen… https://t.co/vnaS1TK4Ie",0,Twitter for iPhone,
Staz Tsiavos,579990800,"New York, NY",2023-01-17 01:22:10,"@RepAdamSchiff Oh I know what his mama is going to say, “He’s such a good boy he’s a medical student and he was try… https://t.co/b1YuUYt6Q7",0,Twitter for iPhone,
Staz Tsiavos,579990800,"New York, NY",2023-01-17 01:20:21,"@NYPDTips @NYPD6Pct Oh I know what his mama is going to say, “He’s such a good boy he’s a medical student and he wa… https://t.co/iNZPmCRcCa",0,Twitter for iPhone,
Staz Tsiavos,579990800,"New York, NY",2023-01-17 01:20:10,"@NYPDnews @NYPDTips Oh I know what his mama is going to say, “He’s such a good boy he’s a medical student and he wa… https://t.co/UWJNlo85yM",0,Twitter for iPhone,
Staz Tsiavos,579990800,"New York, NY",2023-01-17 01:19:54,"@nypost Oh I know what his mama is going to say, “He’s such a good boy he’s a medical student and he was trying to… https://t.co/Q9Q6Dif5Xi",0,Twitter for iPhone,
Staz Tsiavos,579990800,"New York, NY",2023-01-17 01:19:41,"@FoxNews Oh I know what his mama is going to say, “He’s such a good boy he’s a medical student and he was trying to… https://t.co/63LOwmwraH",0,Twitter for iPhone,
National Review,19417492,New York,2023-01-17 01:18:39,The cousin of a BLM co-founder died after being tased by police. Activists have ignored that he was resisting arres… https://t.co/4ofWV9HHTs,2,SocialFlow,
Staz Tsiavos,579990800,"New York, NY",2023-01-17 01:17:52,"@NYPDTips @NYPD26Pct Oh I know what his mama is going to say, “He’s such a good boy he’s a medical student and he w… https://t.co/rEKrLgodMe",0,Twitter for iPhone,
Staz Tsiavos,579990800,"New York, NY",2023-01-17 01:15:57,"@MrAndyNgo Oh I know what his mama is going to say, “He’s such a good boy he’s a medical student and he was trying… https://t.co/hN3H9SpRu5",0,Twitter for iPhone,
Mr. B🇮🇱,1474578260289806337,Yankee Stadium,2023-01-17 01:13:14,@sayitnspinit BLM at work again,0,Twitter for iPhone,
Eric Manigian,3131475923,New York,2023-01-17 01:12:14,@lindyli Today’s Republican Party would be calling Dr. King a BLM CRT Woke Terrorist if he were alive today. https://t.co/eTJNbwGIwd,2,Twitter for iPhone,
Steve Shapiro,17764206,New York,2023-01-17 01:03:00,@MayoIsSpicyy Mike Lawlers republican racist party.#BLM #lawler,0,Twitter for iPad,
me,4822780761,"New York, NY",2023-01-17 01:02:29,@Oren_Jacobson MLK probably would have been ashamed and disgusted by the blm funded and fueled riots of 2020.,0,Twitter for iPhone,
Carolyn Marie,911525680415944704,"New York, USA",2023-01-17 01:01:12,"@blueheartedly Yes, along with blm Inc and antifa",0,Twitter for iPhone,
Giada gagliardi,1564280870701350914,"Manhattan, NY",2023-01-17 00:52:05,Alleged 'boogaloo' member pleads guilty to killing guard during 2020 protests : NPR @GOP ⁦@HouseGOP⁩ ⁦@SenateGOP⁩ ⁦… https://t.co/XLMhD9HigA,0,Twitter for iPhone,
CaucasianCatherine,1586295463174627328,"New York, USA",2023-01-17 00:46:24,"@simonateba @PressSec Wear a mask, blm t-shirt and rainbow hat... 😂",0,Twitter for Android,
James Withers,80365738,"New York, New York",2023-01-17 00:34:57,"@PincherMartin8 @S_A_Smoot You keep mentioning sentiment and black voters. Seeing how no one has brought up BLM, no… https://t.co/bKEH2oIzYB",0,Twitter Web App,
Lanna William,1603479024512163856,New York,2023-01-17 00:27:37,"Grab this Nurse Valentines Day T-Shirt as a Valentine's Day gift for your nurse girlfriend or wife.
Get yours Today… https://t.co/p8l0WY8ngf",0,Twitter Web App,
Amit Gupta,1576778838842949632,"New York, USA",2023-01-17 00:17:24,What are #ISIS snd #BLM upto these days? Haven't heard of them since @JoeBiden was made @POTUS,0,Twitter for Android,
Jacqueline Toboroff,1316565121712508928,"Manhattan, NY",2023-01-16 23:33:03,"The ONLY reparations the American govt should be demanding are from: 
-BLM
- all those that forced Americans to fol… https://t.co/jZLFGg094e",1,Twitter for iPhone,
Edward,629710189,New York City,2023-01-16 23:15:35,"@AlCappuccinoIT Yeah, blm has clearly proven to be a total fraud, &amp; the scofflaw -- what do you expect? Never going… https://t.co/hUqYunFTg4",0,Twitter Web App,
OddMan,1485099133207777283,"New York, USA",2023-01-16 23:13:31,"@itsJeffTiedrich Finally somebody coming out against BLM and the other race-hustling Wokesters... I respect your bravery, sir !",0,Twitter for iPhone,
Jacqueline Toboroff,1316565121712508928,"Manhattan, NY",2023-01-16 23:09:56,"Terrorist definition; “person who uses unlawful violence &amp; intimidation, especially against civilians, in the pursu… https://t.co/k60fAR0dwb",5,Twitter for iPhone,
The BOOMERS! Show by Stevenn Beck,1668109656,New York City,2023-01-16 23:03:52,"Today’s BOOMERS! “NO BRAINER”
 (c) stevenn beck
Follow + share BOOMERS! on FB-Twitter-IG 
#nohate   #justice… https://t.co/rwKRQDeKPJ",3,Twitter Web App,
Pi$$ed off Patriot,957053454844923905,"New York, USA",2023-01-16 22:58:21,@GovKathyHochul @TheRevAl This coming from a Dem!! The party of hate and divisiveness !! The same ones that initiat… https://t.co/7ujIQmLVyY,0,Twitter for iPhone,
Andrew,726864139511980032,"Manhattan, NY",2023-01-16 22:57:36,@tjfoolery @SebastianWocker @LondongirlSJ @NHPUKOfficial Wait a minute. Are you saying the BLM founder who scammed… https://t.co/QqGgw70zDs,0,Twitter Web App,
Ben Nguyen,1601781148522250240,"New York City, NY",2023-01-16 22:56:41,@FightHaven Black kids think it is funny to mess with and disrespect others. They are regressing. BLM has made thei… https://t.co/NdlhbB3pfY,0,Twitter Web App,
The BOOMERS! Show by Stevenn Beck,1668109656,New York City,2023-01-16 22:56:39,"Miss yesterday’s  BOOMERS! “JUSTIFIABLE ANGER”
 (c) stevenn beck
Follow + share BOOMERS! on FB-Twitter-IG 
#nohate… https://t.co/sdkTUywJHP",2,Twitter Web App,
bad at rubix cubes,828514201148727297,"New York, NY",2023-01-16 22:33:01,"hahahahaha

Hey BLM/Leftists: Did you know https://t.co/h47Z1JgIRy",0,Twitter for iPhone,
Ygk 37⚡️,1337633104652021764,NYC,2023-01-16 22:32:08,@AnwarStarwind nah scott hall was definitely making kane type tweets on blm before he died he aunt rock wit us either,0,Twitter for iPhone,
Admiral Cockfield,1502825033038761990,"New York, USA",2023-01-16 22:20:52,"@ChrisKaue @BrawndoPhd @EliasCepeda Blm and pronouns in your bio, that is THE definition of soy boy dink",0,Twitter for iPhone,
National Review News Wire,1179092476931579909,New York City,2023-01-16 21:58:45,The cousin of a BLM co-founder died after being tased by police. Activists have ignored that he was resisting arres… https://t.co/YFbvybFUjd,2,SocialFlow,
Soulas,1085289889028100097,New York City,2023-01-16 21:58:23,Let us live this day believing there is a wondrous life of more love and less hate.  #soulasbirthjoy #thedream #mlk… https://t.co/nOqblCK9yy,0,Hootsuite Inc.,
National Review,19417492,New York,2023-01-16 21:24:46,The cousin of a BLM co-founder died after being tased by police. Activists have ignored that he was resisting arres… https://t.co/yAePJ7vncU,16,SocialFlow,
KSavesTheDay,1580591286,"New York, NY",2023-01-16 21:20:46,"@MeghanMcCain @MeghanMcCain , The female George Santos. Meghan: “I look outside my window and there’s chaos,” about… https://t.co/l8Q3Ion7zX",0,Twitter for iPhone,
KSavesTheDay,1580591286,"New York, NY",2023-01-16 21:20:40,"@MeghanMcCain @MeghanMcCain , The female George Santos. Meghan: “I look outside my window and there’s chaos,” about… https://t.co/2qS4QK4klg",0,Twitter for iPhone,
KSavesTheDay,1580591286,"New York, NY",2023-01-16 21:20:30,"@MeghanMcCain @MeghanMcCain , The female George Santos. Meghan: “I look outside my window and there’s chaos,” about… https://t.co/BWN42GgGQ5",0,Twitter for iPhone,
KSavesTheDay,1580591286,"New York, NY",2023-01-16 21:20:21,"@MeghanMcCain @MeghanMcCain , The female George Santos. Meghan: “I look outside my window and there’s chaos,” about… https://t.co/YDivWhCy7S",0,Twitter for iPhone,
KSavesTheDay,1580591286,"New York, NY",2023-01-16 21:20:12,"@MeghanMcCain @MeghanMcCain , The female George Santos. Meghan: “I look outside my window and there’s chaos,” about… https://t.co/bjS59mZWzq",0,Twitter for iPhone,
Kelly J,1513895619529687045,"New York, USA",2023-01-16 21:07:59,@OmarssAlejandro @MRaff57 @greg_price11 The pro-trumpers sat back &amp; watched the fake Trumpers which were Antifa &amp; B… https://t.co/EduoLUEEHK,0,Twitter for Android,
unbiasedheadline,1184537693369356288,"New York, USA",2023-01-16 21:02:18,"@NapoleonB1337 @FreeBirdRing @nooance @Web3Brainiac @libsoftiktok Fascism speaking, everyone deserves whatever cult… https://t.co/Ia5EPb62sf",0,Twitter for iPhone,
Harry Allen,16204159,New York City,2023-01-16 20:57:23,"Hanging BLM and LGBT flags in a classroom? https://t.co/N2oSRLxCAA Is that true?

Only if, by doing so, one establi… https://t.co/SwcOXNEwIR",1,TweetDeck,
Alexander,261496156,"New York, NY",2023-01-16 20:49:39,"@danwilliams1025 @ishapiro 2) The list of BLM’s “actual policies” took me literally 15 seconds to find with Google:

https://t.co/sUaa3vB1wb",0,Twitter Web App,
Alexander,261496156,"New York, NY",2023-01-16 20:48:57,"@danwilliams1025 @ishapiro Still pretty jumbled, dude. 

1) You have no idea what the teacher who flew that flag th… https://t.co/FqhwonYqYc",0,Twitter Web App,
Daniel Williams,1267504921731047425,"New York, NY",2023-01-16 20:20:32,@C_M_Starbuck @ishapiro I renounce the legal contention. I don't think there's a viable Establishment Clause argume… https://t.co/YzK9A3yAjH,0,Twitter Web App,
Daniel Williams,1267504921731047425,"New York, NY",2023-01-16 20:11:13,@C_M_Starbuck @ishapiro I.S. is being incendiary. And that's one way to highlight sanctimonious actions by the Left… https://t.co/KOe4sGFHlp,0,Twitter Web App,
ig: @thebmpodcast,4130214173,"New York, NY",2023-01-16 20:09:00,"[TODAY] MLK DAY WATCH PARTY: The Assassination of Martin Luther King [DOCUMENTARY] 
Listen here:… https://t.co/zihwj12tvI",2,Twitter Web App,
Colin Kalmbacher,2790343384,"New York, New York",2023-01-16 19:45:09,"BLM Co-Founder’s Cousin Mourned in Weekend Vigils, as Advocates Denounce ‘Unconscionable’ Use of Taser https://t.co/jltwwUAgnX",0,Twitter Web App,
Law & Crime,4068337756,"Manhattan, NY",2023-01-16 19:39:42,"BLM Co-Founder’s Cousin Mourned in Weekend Vigils, as Advocates Denounce ‘Unconscionable’ Use of Taser https://t.co/LNcANnngM9",5,TweetDeck,
GJ George,1564323682004209671,NYC,2023-01-16 19:02:50,"Working in CT, 15-yo MLK described ideal race relations in 1944. USA is NOT racist, but for OJ, BHO, BLM, Chicago,… https://t.co/0kI8wmNvTL",0,Twitter Web App,
Toni,1608612955561525250,"Bronx, NY",2023-01-16 18:59:06,@RonFilipkowski I would tell that to leftist Dems and the BLM rioters,0,Twitter for iPhone,
ivy,1344202494876987393,NEW YORK,2023-01-16 18:51:48,@NIKOlogist_ @AquariusKudo @zoebabbiee @ideclarefood BLM is not trademarked so yes there may be foundations named a… https://t.co/XkeJDMadub,0,Twitter for iPhone,
Daniel Williams,1267504921731047425,"New York, NY",2023-01-16 18:49:31,@C_M_Starbuck @ishapiro I don’t think it’s farfetched to say BLM has the essential ingredients of a religion.,0,Twitter for iPhone,
Krystal M,300089273,New York City,2023-01-16 18:48:47,"If you want to ban CRT in schools, and don’t believe BLM, and the the poor should be housed and fed, and that socia… https://t.co/N6OxLmONXq",0,Twitter Web App,
Daniel Williams,1267504921731047425,"New York, NY",2023-01-16 18:47:53,"@C_M_Starbuck @ishapiro BLM flag isn’t a mere expression of an idea, just like 10 Commandments are not a mere expre… https://t.co/aSZn9vn1w5",0,Twitter for iPhone,
L A V,929783906865418241,NYC,2023-01-16 18:26:00,@KTRN2007 @notcapnamerica LMAOOO not blm and acab girl get a grip,0,Twitter for iPhone,
Mik Moore,164363450,New York City,2023-01-16 18:25:37,@itsbillm @benshapiro They called MLK a Marxist and accused the SCLC of misuse of funds so… appreciate you reinforc… https://t.co/yp3oVFT9xg,0,Twitter for iPhone,
Ciri Fraser Aderyn,1365551745758359555,"New York, USA",2023-01-16 18:21:05,@NeptuneACX1000 @nomamao @benshapiro It’s about MLK and the lead up to the March on Washington.  BLM has a lot of i… https://t.co/B3pCq23eg0,0,Twitter for iPhone,
Gazpacho Wontons,1347958112465121280,"New York, USA",2023-01-16 18:20:42,@laurenboebert LAUREN BOEBERT WOULD HAVE CALLED MLK JR A BLM TERRORIST,0,Twitter for Android,
Man on an Island,1586451701783056389,"New York, USA",2023-01-16 18:12:41,"@nilder_tt @mmpadellan Wait, you think MLK would have supported the blm riots and violence? Are you sure?",0,Twitter for Android,
milad,940687327831224332,"New York, USA",2023-01-16 18:09:29,"@RessurecBarbar I don’t like neolibs so I don’t agree with destiny much, but given his criticism of the BLM riots a… https://t.co/bvY2jm1czU",0,Twitter for iPhone,
TKresist,64034033,"New York, USA",2023-01-16 18:01:13,"@joncoopertweets Keep looking. 
Unless it was a REALLY beautiful house lol.
Then *uck ‘em. 

I’d move in and hang some BLM and Biden flags.",0,Twitter for iPhone,
Trent Britain Jéter,274372804,"New York, New York",2023-01-16 17:43:31,@McnicolMarian @CoryLane @TaylorRMarshall And the FBI found that BLM protests were mostly peaceful and when there w… https://t.co/8XPvQhZThG,0,Twitter for Android,
Trent Britain Jéter,274372804,"New York, New York",2023-01-16 17:41:50,@McnicolMarian @CoryLane @TaylorRMarshall Everything you wrote is either incorrect or exaggerated. Actually BLM mem… https://t.co/IjCc1T5dA3,0,Twitter for Android,
GJ George,1564323682004209671,NYC,2023-01-16 17:37:32,@CitizenMom52223 Beware of short-changing the good doctor's legacy - preaching LOVE - by letting monsters off the h… https://t.co/7B2Hoplbaa,0,Twitter Web App,
Mik Moore,164363450,New York City,2023-01-16 17:37:14,@benshapiro A BLM flag in 2023 is the equivalent of an I AM A MAN protest sign in the 1960s. If you’d been around t… https://t.co/HBy0W6EtPx,6,Twitter for iPhone,
Power 105.1,19955575,New York City,2023-01-16 17:32:30,"A Black #student was banned for wearing a #BLM shirt, yet a white student went unpunished for wearing a shirt that… https://t.co/rt7tAVo8na",1,TweetDeck,
GeoJ,807243005224689665,"New York, NY",2023-01-16 17:22:06,@mfaranda418 @jemelehill You don't hate BLM because of any stealing of money. You hate BLM because they are in the… https://t.co/ROgEJ7Prtg,1,Twitter for iPad,
Apoplectic Liberal,1533076677504421893,New York,2023-01-16 17:16:22,"@susanbordson @TPBlue4 @JeffRoushPoetry Why didn't Dems play this up? Every chance they have, Repubs bring up viole… https://t.co/ofq1rHkeI7",0,Twitter Web App,
GeoJ,807243005224689665,"New York, NY",2023-01-16 17:14:45,"@mfaranda418 @jemelehill LMAO, no he would not. You guys hate BLM and they are child's play compared to MLK. You wo… https://t.co/RV3ecwUCre",0,Twitter for iPad,
Matthew Cole 👨🏻‍💻,15153632,"New York, USA",2023-01-16 17:07:06,@MarkusDude1000 @RonFilipkowski Then you didn’t understand what he was saying. Where in this clip does he condemn t… https://t.co/6NBP8qSXzp,0,Twitter for iPhone,
NAFO-Roos,823214510794244096,"New York, USA",2023-01-16 16:44:07,@CKikila @mama_of_artists LoL yeah right because that all sounds very innocent. BLM anybody? He finds divisive forc… https://t.co/SAJoqEkJtA,0,Twitter for iPhone,
takaenda takaenda.🧑🏾‍🦯,1465770658990891008,"New York, NY",2023-01-16 16:32:03,"@GoldFrontsNip22 @BlackPowerBA @94keem Even when a black person reaches the highest order of office, presidency, th… https://t.co/SaTGkEk9Zl",0,Twitter for iPhone,
Zach,1456650979215032326,"Manhattan, NY",2023-01-16 16:32:01,"@RubyMegalodon @libsoftiktok Since slavery, they always have and everybody agrees and knows that.. The problem is B… https://t.co/DumZJaI173",0,Twitter for iPhone,
GeoJ,807243005224689665,"New York, NY",2023-01-16 16:29:15,@spcspencer11b @AdenoidHynkel12 @GovRonDeSantis I mean you guys hate BLM and MLK was BLM on steroids. You are just… https://t.co/wcaWSMDASh,1,Twitter for iPhone,
IHI Therapy Center | Institute for Human Identity,1140343088,New York City,2023-01-16 16:05:00,IHI honors Dr. King's tireless fight for racial justice in America. We offer group support for Queer and  Transgend… https://t.co/bTsQl3HOYJ,0,Canva,
Susan Pollet,1048661190690426880,"New York, NY",2023-01-16 16:03:46,"Happy Martin Luther King Day.  He saw it all.
https://t.co/Klgrod3jkm

#martinlutherking #mlk #blacklivesmatter… https://t.co/jfSaCxs4p1",0,Twitter for iPhone,
Charlie Monsanto,855600964644089856,"New York, USA",2023-01-16 15:53:16,#nys #nyc #BlackLivesMatter #LGBTQIA need to embrace their #2A rights cause the forces of evil have. And only thing… https://t.co/H4t3wWBMBT,0,Twitter for iPhone,
Woke Juice 🌊🌊🌊,1521462517075267585,New York,2023-01-16 15:46:31,"Celebrating WOMEN in 2023 is the main reason I vote Democrat.  No shame, No hate, No boundaries, No rules!

Parade… https://t.co/dEOgS3KaA8",3,Twitter Web App,
Phenomenal Jay,764417563384307712,"New York, NY",2023-01-16 15:36:31,Back To Teaching | https://t.co/NlDYBgMV0a #Destiny2 #PXGaming #BLM https://t.co/XWLzhOMdLO,0,Elgato Stream Deck,
Al Cappuccino…☕️🇮🇹,1513276359770005511,"Manhattan, NY",2023-01-16 15:16:55,"Republicans on here today pretending to honor MLK is quite the thing, huh? Just like on Bible Verse Sundays, anothe… https://t.co/FMUGWC0TgJ",61,Twitter for iPhone,
